Incident Number,Highest Offense Description,Highest Offense Code,Family Violence,Occurred Date Time,Occurred Date,Occurred Time,Report Date Time,Report Date,Report Time,Location Type,Address,Zip Code,Council District,APD Sector,APD District,PRA,Census Tract,Clearance Status,Clearance Date,UCR Category,Category Description,X-coordinate,Y-coordinate,Latitude,Longitude,Location
20201721484,DISTURBANCE - OTHER,3401,N,06/20/2020 09:58:00 PM,06/20/2020,2158,06/20/2020 09:58:00 PM,06/20/2020,2158,RESIDENCE / HOME,305 W 35TH ST,78705,9,BA,1,346,5,N,06/26/2020,,,3115927,3115927,30.29971311,-97.73684148,"(30.29971311, -97.73684148)"
20205008960,BURGLARY OF VEHICLE,601,N,02/02/2020 12:00:00 PM,02/02/2020,1200,03/03/2020 10:23:00 AM,03/03/2020,1023,RESIDENCE / HOME,2401 SAN GABRIEL ST,78705,9,BA,3,356,,N,03/04/2020,23F,Theft,3112672,3112672,30.28842038,-97.74746098,"(30.28842038, -97.74746098)"
20205031128,CRIMINAL MISCHIEF,1400,N,07/27/2020 12:00:00 AM,07/27/2020,0,08/11/2020 08:12:00 AM,08/11/2020,812,RESIDENCE / HOME,100 W 33RD ST,78705,9,BA,1,346,5,N,08/11/2020,,,3116379,3116379,30.29793583,-97.73545668,"(30.29793583, -97.73545668)"
20205008891,FRAUD - OTHER,1199,N,02/28/2020 12:00:00 AM,02/28/2020,0,03/02/2020 04:38:00 PM,03/02/2020,1638,OTHER / UNKNOWN,2704 RIO GRANDE ST,78705,9,BA,3,356,,N,03/03/2020,,,3113552,3113552,30.29296019,-97.74455033,"(30.29296019, -97.74455033)"
20205008800,THEFT OF BICYCLE,609,N,02/28/2020 02:00:00 PM,02/28/2020,1400,03/02/2020 12:30:00 PM,03/02/2020,1230,RESIDENCE / HOME,900 W 26TH ST,78705,9,BA,3,356,,N,03/03/2020,23H,Theft,3112953,3112953,30.29099459,-97.74650145,"(30.29099459, -97.74650145)"
20218006139,BURGLARY OF VEHICLE,601,N,07/01/2021 07:00:00 PM,07/01/2021,1900,07/02/2021 04:14:00 PM,07/02/2021,1614,RESIDENCE / HOME,2401 LONGVIEW ST,78705,9,BA,3,356,6,N,07/08/2021,23F,Theft,3111713,3111713,30.2886878,-97.75049307,"(30.2886878, -97.75049307)"
20211310038,CRIMINAL TRESPASS,2716,N,05/11/2021 12:26:00 AM,05/11/2021,26,05/11/2021 12:26:00 AM,05/11/2021,26,DRUG STORE / DR. OFFICE / HOSPITAL,1201 W 38TH ST,78705,10,BA,3,344,2,C,05/11/2021,,,3113183,3113183,30.30490831,-97.74539945,"(30.30490831, -97.74539945)"
20205007101,BURGLARY OF VEHICLE,601,N,02/18/2020 10:00:00 PM,02/18/2020,2200,02/19/2020 12:11:00 PM,02/19/2020,1211,PARKING LOTS / GARAGE,508 ELMWOOD PL,78705,9,BA,1,347,,N,03/04/2020,23F,Theft,3117027,3117027,30.29092039,-97.73359181,"(30.29092039, -97.73359181)"
2020330750,TERRORISTIC THREAT,2704,N,02/02/2020 07:58:00 AM,02/02/2020,758,02/02/2020 11:30:00 AM,02/02/2020,1130,RESIDENCE / HOME,E 30TH ST / COLE ST,78705,9,BA,1,348,4,N,02/05/2020,,,3119817,3119817,30.28820089,-97.72482301,"(30.28820089, -97.72482301)"
202061546,AGG ASLT STRANGLE/SUFFOCATE,410,Y,01/06/2020 07:00:00 AM,01/06/2020,700,01/06/2020 07:57:00 PM,01/06/2020,1957,DRUG STORE / DR. OFFICE / HOSPITAL,1201 W 38TH ST,78705,10,BA,3,344,,C,01/16/2020,13A,Aggravated Assault,3113183,3113183,30.30490831,-97.74539945,"(30.30490831, -97.74539945)"
20208005325,THEFT OF BICYCLE,609,N,08/17/2020 11:50:00 AM,08/17/2020,1150,11/03/2020 12:00:00 PM,11/03/2020,1200,PARKING LOTS / GARAGE,2401 SAN GABRIEL ST,78705,9,BA,3,356,,N,11/05/2020,23H,Theft,3112672,3112672,30.28842038,-97.74746098,"(30.28842038, -97.74746098)"
20211221750,CRIMINAL MISCHIEF,1400,N,05/02/2021 10:56:00 PM,05/02/2021,2256,05/02/2021 11:30:00 PM,05/02/2021,2330,DEPARTMENT / DISCOUNT STORE,1904 GUADALUPE ST,78705,9,BA,1,359,6,N,05/02/2021,,,3114306,3114306,30.28233985,-97.74244574,"(30.28233985, -97.74244574)"
20208005248,THEFT OF BICYCLE,609,N,10/11/2020 11:00:00 PM,10/11/2020,2300,10/12/2020 11:33:00 AM,10/12/2020,1133,RESIDENCE / HOME,2406 RIO GRANDE ST,78705,9,BA,3,356,,N,11/04/2020,23H,Theft,3113502,3113502,30.28857897,-97.7448263,"(30.28857897, -97.7448263)"
20203100840,DWI,2100,N,11/05/2020 05:38:00 PM,11/05/2020,1738,11/05/2020 09:32:00 PM,11/05/2020,2132,STREETS / HWY / ROAD / ALLEY,3400 BLOCK N IH 35 SVRD SB,78705,9,BA,1,348,,C,11/06/2020,,,3120557,3120557,30.29179262,-97.72238065,"(30.29179262, -97.72238065)"
20211321393,AUTO THEFT,700,N,05/09/2021 12:00:00 PM,05/09/2021,1200,05/12/2021 08:32:00 PM,05/12/2021,2032,PARKING LOTS / GARAGE,3320 HARMON AVE,78705,9,BA,1,348,4,N,05/13/2021,240,Auto Theft,3120329,3120329,30.2918843,-97.72310077,"(30.2918843, -97.72310077)"
20203060451,FAMILY DISTURBANCE,3400,N,11/01/2020 02:38:00 AM,11/01/2020,238,11/01/2020 02:38:00 AM,11/01/2020,238,RESIDENCE / HOME,2404 RIO GRANDE ST,78705,9,BA,3,356,,,,,,3113482,3113482,30.28852802,-97.74489105,"(30.28852802, -97.74489105)"
20205036868,THEFT OF BICYCLE,609,N,09/12/2020 01:00:00 PM,09/12/2020,1300,09/15/2020 04:07:00 PM,09/15/2020,1607,RESIDENCE / HOME,2502 LEON ST,78705,9,BA,3,356,6,N,09/17/2020,23H,Theft,3112027,3112027,30.28984976,-97.74946684,"(30.28984976, -97.74946684)"
20205043630,CRIMINAL MISCHIEF,1400,N,10/28/2020 12:00:00 PM,10/28/2020,1200,10/28/2020 06:15:00 PM,10/28/2020,1815,RESIDENCE / HOME,2401 LONGVIEW ST,78705,9,BA,3,356,,N,11/02/2020,,,3111713,3111713,30.2886878,-97.75049307,"(30.2886878, -97.75049307)"
20205035045,BURGLARY OF VEHICLE,601,N,09/03/2020 04:00:00 PM,09/03/2020,1600,09/03/2020 05:26:00 PM,09/03/2020,1726,PARKING LOTS / GARAGE,2101 RIO GRANDE ST,78705,9,BA,1,359,,,,23F,Theft,3113563,3113563,30.28421539,-97.74475,"(30.28421539, -97.74475)"
20218000018,BURGLARY OF VEH-NO SUSPECT/FU,601,N,01/02/2021 10:00:00 PM,01/02/2021,2200,01/03/2021 02:58:00 PM,01/03/2021,1458,PARKING LOTS / GARAGE,305 W 38TH ST,78705,9,BA,1,346,5,N,01/22/2021,23F,Theft,3116257,3116257,30.30133299,-97.73575193,"(30.30133299, -97.73575193)"
20215018436,THEFT-NO SUSPECT/FOLLOWUP,600,N,05/13/2021 01:00:00 AM,05/13/2021,100,05/13/2021 05:23:00 PM,05/13/2021,1723,RESIDENCE / HOME,2819 RIO GRANDE ST,78705,9,BA,1,360,6,N,05/14/2021,23H,Theft,3113811,3113811,30.29507122,-97.74367283,"(30.29507122, -97.74367283)"
20205009401,CRIMINAL MISCHIEF,1400,N,03/02/2020 11:00:00 AM,03/02/2020,1100,03/05/2020 04:02:00 PM,03/05/2020,1602,PARKING LOTS / GARAGE,2004 UNIVERSITY AVE,78705,9,BA,1,362,,N,03/06/2020,,,3115046,3115046,30.2831116,-97.74007995,"(30.2831116, -97.74007995)"
20208003986,THEFT OF BICYCLE,609,N,08/30/2020 12:20:00 PM,08/30/2020,1220,09/01/2020 12:28:00 PM,09/01/2020,1228,RESIDENCE / HOME,703 HARRIS AVE,78705,9,BA,1,347,,N,09/02/2020,23H,Theft,3118286,3118286,30.29483625,-97.72949605,"(30.29483625, -97.72949605)"
20201150421,BURGLARY OF RESIDENCE,500,N,04/23/2020 05:00:00 PM,04/23/2020,1700,04/24/2020 11:35:00 AM,04/24/2020,1135,RESIDENCE / HOME,833 E 38TH ST,78705,9,BA,1,348,,C,04/24/2020,220,Burglary,3119838,3119838,30.29587155,-97.72454914,"(30.29587155, -97.72454914)"
20202370481,BURGLARY OF RESIDENCE,500,N,08/24/2020 05:45:00 AM,08/24/2020,545,08/24/2020 12:48:00 PM,08/24/2020,1248,RESIDENCE / HOME,107 E 31ST ST,78705,9,BA,1,346,5,C,09/28/2020,220,Burglary,3116111,3116111,30.2945912,-97.7363961,"(30.2945912, -97.7363961)"
20208003935,BURGLARY OF VEHICLE,601,N,08/28/2020 08:00:00 AM,08/28/2020,800,08/28/2020 03:33:00 PM,08/28/2020,1533,PARKING LOTS / GARAGE,700 1/2 W 28TH HALF ST,78705,9,BA,3,356,,N,09/01/2020,23F,Theft,3113546,3113546,30.2955115,-97.74450092,"(30.2955115, -97.74450092)"
20202450795,AUTO THEFT,700,N,09/01/2020 02:30:00 AM,09/01/2020,230,09/01/2020 01:12:00 PM,09/01/2020,1312,PARKING LOTS / GARAGE,2714 NUECES ST,78705,9,BA,1,360,,N,09/02/2020,240,Auto Theft,3113998,3113998,30.2930361,-97.74313477,"(30.2930361, -97.74313477)"
20205034826,BURGLARY OF VEHICLE,601,N,08/31/2020 08:00:00 PM,08/31/2020,2000,09/02/2020 01:51:00 PM,09/02/2020,1351,PARKING LOTS / GARAGE,402 E 34TH ST,78705,9,BA,1,346,,N,09/02/2020,23F,Theft,3117508,3117508,30.29714035,-97.73189975,"(30.29714035, -97.73189975)"
20205005835,THEFT OF BICYCLE,609,N,01/31/2020 12:00:00 PM,01/31/2020,1200,02/11/2020 08:21:00 AM,02/11/2020,821,RESIDENCE / HOME,706 W MARTIN LUTHER KING JR BLVD,78705,9,BA,2,358,,N,03/04/2020,23H,Theft,3113117,3113117,30.28329557,-97.74618805,"(30.28329557, -97.74618805)"
20205008353,GRAFFITI,1402,N,02/27/2020 02:22:00 PM,02/27/2020,1422,02/27/2020 02:22:00 PM,02/27/2020,1422,OTHER / UNKNOWN,HARRIS PARK AVE / PARK PL,78705,9,BA,1,347,,N,03/01/2020,,,3117149,3117149,30.28948315,-97.73324388,"(30.28948315, -97.73324388)"
20205006790,HARASSMENT,2703,N,02/16/2020 09:58:00 PM,02/16/2020,2158,02/17/2020 02:26:00 PM,02/17/2020,1426,RESIDENCE / HOME,2505 LONGVIEW ST,78705,9,BA,3,356,,N,03/03/2020,,,3111781,3111781,30.29006613,-97.75024068,"(30.29006613, -97.75024068)"
20202301328,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,504,N,08/17/2020 08:01:00 PM,08/17/2020,2001,08/17/2020 08:01:00 PM,08/17/2020,2001,PARKING LOTS / GARAGE,311 W 38TH ST,78705,9,BA,1,346,5,N,08/18/2020,220,Burglary,3116130,3116130,30.30152532,-97.73614929,"(30.30152532, -97.73614929)"
20205004006,BURGLARY OF VEHICLE,601,N,01/29/2020 12:00:00 AM,01/29/2020,0,01/29/2020 01:34:00 PM,01/29/2020,1334,COMMERCIAL / OFFICE BUILDING,2714 NUECES ST,78705,9,BA,1,360,,N,01/30/2020,23F,Theft,3113998,3113998,30.2930361,-97.74313477,"(30.2930361, -97.74313477)"
20208000814,THEFT,600,N,01/27/2020 11:00:00 PM,01/27/2020,2300,01/31/2020 12:11:00 PM,01/31/2020,1211,STREETS / HWY / ROAD / ALLEY,905 W 21ST ST,78705,9,BA,2,358,,N,03/04/2020,23H,Theft,3112817,3112817,30.2846067,-97.74710363,"(30.2846067, -97.74710363)"
20205034523,FORGERY AND PASSING,1000,N,08/31/2020 12:00:00 PM,08/31/2020,1200,09/01/2020 08:15:00 AM,09/01/2020,815,OTHER / UNKNOWN,2311 NUECES ST,78705,9,BA,1,359,,N,09/03/2020,,,3113969,3113969,30.28733135,-97.74337976,"(30.28733135, -97.74337976)"
2020621151,AGG ASLT STRANGLE/SUFFOCATE,410,Y,03/02/2020 03:25:00 PM,03/02/2020,1525,03/02/2020 03:25:00 PM,03/02/2020,1525,RESIDENCE / HOME,1909 RIO GRANDE ST,78705,9,BA,1,359,,C,03/02/2020,13A,Aggravated Assault,3113550,3113550,30.28357299,-97.74480843,"(30.28357299, -97.74480843)"
20205029598,BURGLARY OF VEHICLE,601,N,07/30/2020 08:30:00 PM,07/30/2020,2030,07/31/2020 11:05:00 AM,07/31/2020,1105,RESIDENCE / HOME,805 E 35TH ST,78705,9,BA,1,348,,N,09/01/2020,23F,Theft,3119068,3119068,30.29473917,-97.72702019,"(30.29473917, -97.72702019)"
20202460719,AUTO THEFT,700,N,08/07/2020 02:00:00 PM,08/07/2020,1400,09/02/2020 12:53:00 PM,09/02/2020,1253,PARKING LOTS / GARAGE,3202 GROOMS ST,78705,9,BA,1,346,,N,09/04/2020,240,Auto Theft,3116604,3116604,30.29604942,-97.73479433,"(30.29604942, -97.73479433)"
20205006193,BURGLARY OF VEHICLE,601,N,02/12/2020 06:50:00 PM,02/12/2020,1850,02/13/2020 09:30:00 AM,02/13/2020,930,STREETS / HWY / ROAD / ALLEY,616 W 34TH ST,78705,9,BA,3,345,2,N,02/13/2020,23F,Theft,3114827,3114827,30.30090244,-97.74029605,"(30.30090244, -97.74029605)"
20205008980,HARASSMENT,2703,N,03/01/2020 04:50:00 PM,03/01/2020,1650,03/03/2020 12:04:00 PM,03/03/2020,1204,RESIDENCE / HOME,105 E 38TH ST,78705,9,BA,1,346,,N,03/04/2020,,,3117095,3117095,30.3000092,-97.73313145,"(30.3000092, -97.73313145)"
20205009153,THEFT,600,N,03/03/2020 01:18:00 PM,03/03/2020,1318,03/04/2020 11:01:00 AM,03/04/2020,1101,RESIDENCE / HOME,2110 RIO GRANDE ST,78705,9,BA,2,358,,N,03/05/2020,23H,Theft,3113344,3113344,30.28479566,-97.74542847,"(30.28479566, -97.74542847)"
20208003975,BURGLARY OF VEHICLE,601,N,08/30/2020 10:45:00 AM,08/30/2020,1045,09/01/2020 11:11:00 AM,09/01/2020,1111,PARKING LOTS / GARAGE,507 W 23RD ST,78705,9,BA,1,359,,N,09/02/2020,23F,Theft,3113926,3113926,30.28636925,-97.74354185,"(30.28636925, -97.74354185)"
20202370716,DATING DISTURBANCE,2400,N,08/24/2020 03:31:00 PM,08/24/2020,1531,08/24/2020 03:31:00 PM,08/24/2020,1531,RESIDENCE / HOME,406 E 30TH ST,78705,9,BA,1,346,,N,09/05/2020,,,3116716,3116716,30.29233128,-97.73453947,"(30.29233128, -97.73453947)"
20205043723,THEFT OF BICYCLE,609,N,10/24/2020 10:00:00 PM,10/24/2020,2200,10/29/2020 11:05:00 AM,10/29/2020,1105,OTHER / UNKNOWN,915 KEITH LN,78705,9,BA,1,348,,N,11/02/2020,23H,Theft,3119484,3119484,30.29128456,-97.72579505,"(30.29128456, -97.72579505)"
20205008834,BURGLARY OF VEHICLE,601,N,03/01/2020 04:00:00 PM,03/01/2020,1600,03/02/2020 02:17:00 PM,03/02/2020,1417,PARKING LOTS / GARAGE,206 E 31ST ST,78705,9,BA,1,346,,N,03/03/2020,23F,Theft,3116456,3116456,30.29425568,-97.73531169,"(30.29425568, -97.73531169)"
20208002872,THEFT OF BICYCLE,609,N,07/01/2020 02:25:00 PM,07/01/2020,1425,07/03/2020 02:44:00 PM,07/03/2020,1444,RESIDENCE / HOME,2839 SHOAL CREST AVE,78705,9,BA,3,356,6,N,07/13/2020,23H,Theft,3112530,3112530,30.29676672,-97.74768742,"(30.29676672, -97.74768742)"
20205029518,BURGLARY OF RESIDENCE,500,N,07/30/2020 04:53:00 PM,07/30/2020,1653,07/30/2020 04:53:00 PM,07/30/2020,1653,RESIDENCE / HOME,1009 W 26TH ST,78705,9,BA,3,356,,N,08/02/2020,220,Burglary,3112426,3112426,30.29058845,-97.74818253,"(30.29058845, -97.74818253)"
20215017908,CRIMINAL MISCHIEF,1400,N,05/09/2021 01:30:00 PM,05/09/2021,1330,05/09/2021 05:09:00 PM,05/09/2021,1709,STREETS / HWY / ROAD / ALLEY,2800 N IH 35 SVRD SB,78705,9,BA,1,348,4,N,05/10/2021,,,3119876,3119876,30.28752362,-97.72465434,"(30.28752362, -97.72465434)"
20211290081,CRIMINAL TRESPASS,2716,N,05/09/2021 02:00:00 AM,05/09/2021,200,05/09/2021 02:43:00 AM,05/09/2021,243,HOTEL / MOTEL / ETC.,1901 SAN ANTONIO ST,78705,9,BA,1,359,6,C,05/12/2021,,,3114159,3114159,30.28223106,-97.7429145,"(30.28223106, -97.7429145)"
20205034099,CRIMINAL MISCHIEF,1400,N,08/28/2020 11:30:00 AM,08/28/2020,1130,08/28/2020 03:43:00 PM,08/28/2020,1543,RESIDENCE / HOME,2800 SALADO ST,78705,9,BA,3,356,6,N,08/30/2020,,,3113278,3113278,30.29368967,-97.74539917,"(30.29368967, -97.74539917)"
20215018360,BURGLARY OF RESIDENCE,500,N,05/13/2021 10:46:00 AM,05/13/2021,1046,05/13/2021 10:46:00 AM,05/13/2021,1046,RESIDENCE / HOME,311 W 38TH ST,78705,9,BA,1,346,5,N,05/13/2021,220,Burglary,3116130,3116130,30.30152532,-97.73614929,"(30.30152532, -97.73614929)"
20211281416,CRIMINAL MISCHIEF,1400,N,05/07/2021 07:00:00 PM,05/07/2021,1900,05/08/2021 10:34:00 PM,05/08/2021,2234,HOTEL / MOTEL / ETC.,1901 SAN ANTONIO ST,78705,9,BA,1,359,6,N,05/08/2021,,,3114159,3114159,30.28223106,-97.7429145,"(30.28223106, -97.7429145)"
20202081157,BURGLARY NON RESIDENCE,502,N,07/26/2020 04:30:00 AM,07/26/2020,430,07/26/2020 07:32:00 PM,07/26/2020,1932,PARKING LOTS / GARAGE,311 W 38TH ST,78705,9,BA,1,346,5,N,07/28/2020,220,Burglary,3116130,3116130,30.30152532,-97.73614929,"(30.30152532, -97.73614929)"
20205030281,BURGLARY OF VEHICLE,601,N,08/05/2020 01:00:00 AM,08/05/2020,100,08/05/2020 12:48:00 PM,08/05/2020,1248,PARKING LOTS / GARAGE,2501 NUECES ST,78705,9,BA,1,360,,N,08/05/2020,23F,Theft,3114141,3114141,30.28931875,-97.74278133,"(30.28931875, -97.74278133)"
20205030153,CRIMINAL MISCHIEF,1400,N,08/03/2020 10:00:00 AM,08/03/2020,1000,08/04/2020 04:21:00 PM,08/04/2020,1621,OTHER / UNKNOWN,2514 GUADALUPE ST,78705,9,BA,1,360,,N,08/05/2020,,,3114509,3114509,30.28962229,-97.74160691,"(30.28962229, -97.74160691)"
2020430907,WARRANT ARREST NON TRAFFIC,3442,N,02/12/2020 02:23:00 PM,02/12/2020,1423,02/12/2020 02:23:00 PM,02/12/2020,1423,STREETS / HWY / ROAD / ALLEY,3700 CEDAR ST,78705,9,BA,1,346,,,,,,3116456,3116456,30.30048731,-97.73514394,"(30.30048731, -97.73514394)"
20202120532,AUTO THEFT,700,N,07/29/2020 12:05:00 AM,07/29/2020,5,07/30/2020 01:02:00 PM,07/30/2020,1302,PARKING LOTS / GARAGE,3121 SPEEDWAY,78705,9,BA,1,346,,N,08/04/2020,240,Auto Theft,3116208,3116208,30.29601712,-97.7360503,"(30.29601712, -97.7360503)"
20205014882,AGG ASLT STRANGLE/SUFFOCATE,410,Y,04/03/2020 12:00:00 PM,04/03/2020,1200,04/15/2020 05:13:00 PM,04/15/2020,1713,RESIDENCE / HOME,2401 LONGVIEW ST,78705,9,BA,3,356,6,C,05/06/2020,13A,Aggravated Assault,3111713,3111713,30.2886878,-97.75049307,"(30.2886878, -97.75049307)"
20205021334,BURGLARY OF VEHICLE,601,N,05/30/2020 11:00:00 PM,05/30/2020,2300,06/01/2020 12:22:00 PM,06/01/2020,1222,PARKING LOTS / GARAGE,3105 N LAMAR BLVD,78705,9,BA,3,345,2,N,06/02/2020,23F,Theft,3113056,3113056,30.30063372,-97.74591661,"(30.30063372, -97.74591661)"
20205030283,MAIL THEFT,8503,N,08/04/2020 03:49:00 PM,08/04/2020,1549,08/05/2020 12:52:00 PM,08/05/2020,1252,RESIDENCE / HOME,3111 TOM GREEN ST,78705,9,BA,1,346,,N,08/05/2020,23H,Theft,3116913,3116913,30.29387722,-97.73387348,"(30.29387722, -97.73387348)"
20205013218,ONLINE IMPERSONATION,2733,N,03/20/2020 12:00:00 AM,03/20/2020,0,04/02/2020 02:57:00 PM,04/02/2020,1457,RESIDENCE / HOME,3704 HARMON AVE,78705,9,BA,1,348,4,N,04/21/2020,,,3120793,3120793,30.29436955,-97.72156296,"(30.29436955, -97.72156296)"
2020790589,INDECENT EXPOSURE,1706,N,03/19/2020 11:53:00 AM,03/19/2020,1153,03/19/2020 01:14:00 PM,03/19/2020,1314,DRUG STORE / DR. OFFICE / HOSPITAL,711 W 38TH ST,78705,9,BA,3,345,2,N,04/01/2020,,,3114590,3114590,30.30357301,-97.74097551,"(30.30357301, -97.74097551)"
20211311494,BURGLARY NON RESIDENCE,502,N,05/11/2021 11:08:00 PM,05/11/2021,2308,05/11/2021 11:48:00 PM,05/11/2021,2348,PARKING LOTS / GARAGE,2009 WHITIS AVE,78705,9,BA,1,362,6,C,05/12/2021,220,Burglary,3114880,3114880,30.28311399,-97.74060595,"(30.28311399, -97.74060595)"
20208005309,BURGLARY OF VEHICLE,601,N,10/27/2020 08:00:00 PM,10/27/2020,2000,11/03/2020 02:30:00 PM,11/03/2020,1430,PARKING LOTS / GARAGE,2700 NUECES ST,78705,9,BA,1,360,,N,11/05/2020,23F,Theft,3113981,3113981,30.29206959,-97.74321459,"(30.29206959, -97.74321459)"
20201360173,DWI,2100,N,05/15/2020 02:42:00 AM,05/15/2020,242,05/15/2020 05:23:00 AM,05/15/2020,523,STREETS / HWY / ROAD / ALLEY,E 30TH ST / COLE ST,78705,9,BA,1,348,4,N,05/22/2020,,,3119817,3119817,30.28820089,-97.72482301,"(30.28820089, -97.72482301)"
2021830037,AGG RAPE,202,N,03/24/2021 12:35:00 AM,03/24/2021,35,03/24/2021 12:35:00 AM,03/24/2021,35,RESIDENCE / HOME,1000 BLOCK W 26TH ST,78705,9,BA,3,356,6,N,05/18/2021,11A,Rape,0,0,,,
20205010213,BURGLARY OF VEHICLE,601,N,03/11/2020 12:00:00 AM,03/11/2020,0,03/11/2020 12:58:00 PM,03/11/2020,1258,RESIDENCE / HOME,806 W 24TH ST,78705,9,BA,3,356,6,N,03/12/2020,23F,Theft,3113275,3113275,30.28890411,-97.74553699,"(30.28890411, -97.74553699)"
20218003380,IDENTITY THEFT,4022,N,04/30/2021 11:00:00 AM,04/30/2021,1100,05/03/2021 11:08:00 AM,05/03/2021,1108,RESIDENCE / HOME,700 W 31ST ST,78705,9,BA,3,345,2,N,05/12/2021,,,3113999,3113999,30.29891308,-97.74297387,"(30.29891308, -97.74297387)"
20202460830,AGG ROBBERY/DEADLY WEAPON,300,N,09/02/2020 02:14:00 PM,09/02/2020,1414,09/02/2020 02:14:00 PM,09/02/2020,1414,DRUG STORE / DR. OFFICE / HOSPITAL,3706 GUADALUPE ST,78705,9,BA,3,345,,N,09/05/2020,120,Robbery,3115340,3115340,30.30250511,-97.73862695,"(30.30250511, -97.73862695)"
20211260536,ASSAULT BY THREAT,901,N,05/06/2021 09:15:00 AM,05/06/2021,915,05/06/2021 09:15:00 AM,05/06/2021,915,STREETS / HWY / ROAD / ALLEY,1901 RIO GRANDE ST,78705,9,BA,1,359,6,N,05/12/2021,,,3113516,3113516,30.28285222,-97.7449355,"(30.28285222, -97.7449355)"
20205021726,CRIMINAL MISCHIEF,1400,N,04/19/2020 12:00:00 PM,04/19/2020,1200,06/04/2020 01:04:00 PM,06/04/2020,1304,RESIDENCE / HOME,806 W 24TH ST,78705,9,BA,3,356,6,N,06/05/2020,,,3113275,3113275,30.28890411,-97.74553699,"(30.28890411, -97.74553699)"
20215018192,BURGLARY OF VEH-NO SUSPECT/FU,601,N,05/10/2021 06:00:00 AM,05/10/2021,600,05/12/2021 08:14:00 AM,05/12/2021,814,RESIDENCE / HOME,2509 PEARL ST,78705,9,BA,3,356,6,N,05/14/2021,23F,Theft,3113024,3113024,30.29020388,-97.74629762,"(30.29020388, -97.74629762)"
20201561147,AUTO THEFT,700,N,05/26/2020 09:00:00 PM,05/26/2020,2100,06/04/2020 07:35:00 PM,06/04/2020,1935,STREETS / HWY / ROAD / ALLEY,2700 BLOCK SAN PEDRO ST,78705,9,BA,3,356,6,N,06/07/2020,240,Auto Theft,3113122,3113122,30.29262759,-97.74592206,"(30.29262759, -97.74592206)"
20205021520,BURGLARY OF VEHICLE,601,N,06/01/2020 12:00:00 PM,06/01/2020,1200,06/02/2020 09:37:00 PM,06/02/2020,2137,COMMERCIAL / OFFICE BUILDING,3704 HARMON AVE,78705,9,BA,1,348,4,N,06/05/2020,23F,Theft,3120793,3120793,30.29436955,-97.72156296,"(30.29436955, -97.72156296)"
20208004773,CRIMINAL MISCHIEF,1400,N,10/07/2020 05:40:00 PM,10/07/2020,1740,10/07/2020 05:56:00 PM,10/07/2020,1756,RESIDENCE / HOME,3204 DUVAL ST,78705,9,BA,1,346,5,N,10/12/2020,,,3117361,3117361,30.29500845,-97.73242311,"(30.29500845, -97.73242311)"
20205026605,THEFT,600,N,07/08/2020 06:30:00 PM,07/08/2020,1830,07/09/2020 11:42:00 AM,07/09/2020,1142,CONSTRUCTION SITE,1925 RED RIVER ST,78705,1,UT,B,386,,N,08/04/2020,23H,Theft,3118081,3118081,30.27966759,-97.73055484,"(30.27966759, -97.73055484)"
20205029698,CRIMINAL MISCHIEF,1400,N,07/31/2020 12:00:00 AM,07/31/2020,0,07/31/2020 06:34:00 PM,07/31/2020,1834,RESIDENCE / HOME,610 W 32ND ST,78705,9,BA,3,345,,N,08/03/2020,,,3114528,3114528,30.29976983,-97.74127418,"(30.29976983, -97.74127418)"
20205021768,THEFT,600,N,05/30/2020 12:00:00 PM,05/30/2020,1200,06/04/2020 05:00:00 PM,06/04/2020,1700,RESIDENCE / HOME,710 E DEAN KEETON ST,78705,9,BA,1,348,4,N,06/05/2020,23H,Theft,3117540,3117540,30.28957072,-97.73200235,"(30.28957072, -97.73200235)"
20208003443,THEFT,600,N,08/03/2020 11:00:00 AM,08/03/2020,1100,08/06/2020 01:15:00 PM,08/06/2020,1315,RESIDENCE / HOME,2830 SAN GABRIEL ST,78705,9,BA,3,356,,N,08/06/2020,23H,Theft,3112667,3112667,30.29606801,-97.74727193,"(30.29606801, -97.74727193)"
20215016549,BURGLARY OF VEHICLE,601,N,04/22/2021 06:00:00 PM,04/22/2021,1800,04/27/2021 01:35:00 PM,04/27/2021,1335,RESIDENCE / HOME,2810 HEMPHILL PARK,78705,9,BA,1,361,6,N,05/11/2021,23F,Theft,3114584,3114584,30.29404313,-97.74125049,"(30.29404313, -97.74125049)"
20218003551,BURGLARY OF VEH-NO SUSPECT/FU,601,N,05/05/2021 02:45:00 AM,05/05/2021,245,05/06/2021 03:16:00 PM,05/06/2021,1516,PARKING LOTS / GARAGE,3200 DUVAL ST,78705,9,BA,1,346,5,,,23F,Theft,3117302,3117302,30.29477034,-97.73261652,"(30.29477034, -97.73261652)"
20205021333,CRIMINAL MISCHIEF,1400,N,06/01/2020 06:00:00 AM,06/01/2020,600,06/01/2020 12:27:00 PM,06/01/2020,1227,RESIDENCE / HOME,1009 W 26TH ST,78705,9,BA,3,356,6,N,06/02/2020,,,3112426,3112426,30.29058845,-97.74818253,"(30.29058845, -97.74818253)"
